gene	enhancer	enhancer_index	global_concordance	max_regional_concordance	best_domain	local_advantage	regional_specificity	regional_evidence_score	predicted_class	screen_only	permutation_pvalue	permutation_qvalue	initial_spearman_rho	link_pvalue
xbp1	5-15958243-15958743	11	0.43182818622623864	0.7097840878092254	0	0.2779559015829868	0.31474280950400463	0.06209519218527621	core_concordant	True	0.005	0.025	0.1770431710826337	5.879946010143805e-158
xbp1	5-15939298-15939798	12	0.08720312469349939	0.12708207079548456	2	0.03987894610198517	0.060826023187167	0.00030826014523390095	unsupported	True	0.355	0.39444444444444443	0.1744838695515803	2.0228030429364778e-153
xbp1	5-15943582-15944082	13	0.29113083595544803	0.47615601751901826	0	0.18502518156357023	0.364919532986425	0.03214972234924353	regional_candidate	True	0.005	0.025	0.1705073598990774	1.6439299779050606e-146
xbp1	5-15913842-15914342	14	0.020976025396022075	0.1734097735911294	3	0.15243374819510733	0.14846226324481687	0.003924377497096247	unsupported	True	0.205	0.2733333333333333	0.1659328186885184	9.056410785316738e-139
xbp1	5-15953252-15953752	15	0.34128649054914145	0.489338128892331	0	0.14805163834318957	0.3575289929050378	0.025902014385880384	regional_candidate	True	0.015	0.04285714285714286	0.16456393445275	1.6992983557035812e-136
xbp1	5-15926469-15926969	16	0.07692926091661476	0.2073665079806538	3	0.13043724706403906	0.1431789003197681	0.00387274820256126	unsupported	True	0.145	0.20714285714285713	0.1552813591292448	1.3320606658758823e-121
xbp1	5-15934648-15935148	17	0.31899082525546246	0.5551798613166923	0	0.23618903606122982	0.2721358607410911	0.03568446685475576	regional_candidate	True	0.005	0.025	0.1475065840067662	8.023152408002182e-110
xbp1	5-15953823-15954323	18	0.12995575152915317	0.236348765869151	0	0.10639301433999782	0.13520386138599594	0.003399817050298049	unsupported	True	0.105	0.16153846153846155	0.1426262546409832	9.488793824737456e-103
xbp1	5-16031093-16031593	19	0.07775875797664357	0.13893886423290902	1	0.06118010625626545	0.1007266549734802	0.0008562062289471028	unsupported	True	0.38	0.39999999999999997	0.1388333869965339	2.0122465040758424e-97
dbx1a	7-17049240-17049740	0	0.21340025827310583	0.20315624490161713	1	-0.010244013371488697	0.029894046390981366	0.0	unsupported	True	0.035	0.06363636363636364	0.186456178900624	3.011428964981085e-175
dbx1a	7-17052729-17053229	1	0.3576783020193507	0.5644502754409932	3	0.20677197342164255	0.3998200259731479	0.04666399372239727	core_concordant	True	0.005	0.02	0.1799304172602408	3.691737353434131e-163
dbx1a	7-17056668-17057168	2	0.07193717622690422	0.1948436126356133	1	0.12290643640870909	0.09893689341973201	0.002369294627536152	unsupported	True	0.06	0.0923076923076923	0.1758158419490296	8.988027965822649e-156
dbx1a	7-17024025-17024525	3	0.2589188702295293	0.376891850506153	0	0.11797298027662367	0.30159328556312304	0.013409758797233546	regional_candidate	True	0.005	0.02	0.148787279056253	1.0169403859464206e-111
dbx1a	7-17045010-17045510	4	0.15437185480048257	0.19584544602845638	3	0.04147359122797381	0.060698595053389065	0.0004930191165693923	unsupported	True	0.015	0.03333333333333333	0.1324088862652564	9.71351949491814e-89
dbx1a	7-17079707-17080207	5	0.34289290061256755	0.5287130225888925	3	0.18582012197632497	0.4617852827867319	0.04536833447283229	regional_candidate	True	0.005	0.02	0.1291740532837027	1.5821352788946722e-84
dbx1a	7-16948076-16948576	6	0.12849390534323987	0.11836575505176244	3	-0.010128150291477428	0.06081688449323873	0.0	unsupported	True	0.155	0.19375	0.1178534456936884	1.2517268168960222e-70
dbx1a	7-17035301-17035801	7	0.0853048501054026	0.09974333126170226	3	0.014438481156299657	0.06331775878411738	9.118657699723706e-05	unsupported	True	0.2	0.2222222222222222	0.1118791203758983	8.077655076008485e-64
dbx1a	7-17059007-17059507	8	0.026386202852690187	0.11572351760020284	1	0.08933731474751266	0.0935379900947767	0.0009670358053744125	unsupported	True	0.135	0.18000000000000002	0.110715238603119	1.5556721801739519e-62
dbx1a	7-17072879-17073379	9	0.09332575271488103	0.13276680439287022	4	0.0394410516779892	0.03602570335626418	0.0001886472408129603	unsupported	True	0.105	0.15	0.1023418107636809	1.0760113148880118e-53
dbx1a	7-17006284-17006784	10	0.13155923936736877	0.4212472366023389	3	0.2896879972349702	0.4032765628918606	0.04921194717367409	regional_candidate	True	0.01	0.028571428571428574	0.1000305086864626	2.227580752073042e-51
dbx1a	7-17084616-17085116	11	0.27458093752974266	0.34541869539170117	0	0.0708377578619585	0.2712845684436734	0.0066379768961626635	regional_candidate	True	0.01	0.028571428571428574	0.100010591144348	2.331089681107989e-51
dbx1a	7-17086225-17086725	12	0.03767923191015471	0.04801108862672667	4	0.010331856716571962	0.03053561733998903	1.5147000255890963e-05	unsupported	True	0.565	0.565	0.0967874527065581	3.2160149987087465e-48
dbx1a	7-17079160-17079660	13	0.2872029475247295	0.4516642280225689	3	0.16446128049783937	0.40213403759827016	0.029871029956860383	regional_candidate	True	0.005	0.02	0.0939025338908144	1.6964909139777002e-45
dbx1a	7-16991571-16992071	14	0.11122457337536737	0.11220334205912118	0	0.0009787686837538084	0.05711860171459976	6.272828665764381e-06	unsupported	True	0.195	0.2222222222222222	0.0929303576620436	1.3433736746145825e-44
dbx1a	7-16982755-16983255	15	0.059407523730058975	0.1789050135127927	3	0.11949748978273372	0.1562126682483325	0.0033396237744804653	unsupported	True	0.04	0.06666666666666667	0.091617125250884	2.123956908083771e-43
dbx1a	7-17081338-17081838	16	0.20945377190188066	0.2946365269330486	3	0.08518275503116793	0.2458981514615476	0.006171539780217733	regional_candidate	True	0.02	0.04	0.0913581714919707	3.643647628527434e-43
dbx1a	7-17009748-17010248	17	0.10705517116635901	0.1989452395706382	0	0.09189006840427918	0.09198972385805489	0.0016816725748094105	unsupported	True	0.015	0.03333333333333333	0.0908025708007036	1.1539379882031624e-42
dbx1a	7-17074091-17074591	18	0.07380275487518692	0.08285850952747646	1	0.009055754652289541	0.04725557008660051	3.5458043734695185e-05	unsupported	True	0.4	0.42105263157894735	0.0905494284320772	1.9465587381171516e-42
dbx1a	7-17093496-17093996	19	0.23152119157065779	0.496458740900583	3	0.2649375493299252	0.40302958830103597	0.05301070831538972	regional_candidate	True	0.005	0.02	0.0793284441044613	5.20087499453949e-33
tcf7l1a	10-42222999-42223499	0	0.24826998815223061	0.3680618965968941	2	0.11979190844466348	0.15992050993665927	0.007051029139629298	regional_candidate	True	0.005	0.025	0.2979314982051761	0.0
tcf7l1a	10-42220434-42220934	1	0.27907831734867056	0.4192147564146987	2	0.14013643906602813	0.2633524676775843	0.015471236724567829	regional_candidate	True	0.01	0.028571428571428574	0.292699477562236	0.0
tcf7l1a	10-42215123-42215623	2	0.2974766646953919	0.5199548167997597	2	0.22247815210436783	0.4561108617980974	0.052762259925771465	regional_candidate	True	0.005	0.025	0.2514905799609742	0.0
tcf7l1a	10-42313387-42313887	3	0.21310945307717458	0.27359043594048876	2	0.06048098286331419	0.07999399939699625	0.0013236621853259484	unsupported	True	0.07	0.1	0.2474209727564687	0.0
tcf7l1a	10-42338827-42339327	4	0.2630202063095628	0.49154345384255593	2	0.22852324753299313	0.4330235294909919	0.04864114610736811	regional_candidate	True	0.005	0.025	0.2374049282782497	9.016433321035042e-286
tcf7l1a	10-42214523-42215023	5	0.2444462472485066	0.424195416405224	2	0.1797491691567174	0.37688355591544787	0.028736908950768466	regional_candidate	True	0.01	0.028571428571428574	0.2163332216674633	1.5510710734357167e-236
tcf7l1a	10-42315033-42315533	6	0.15571643203275545	0.27177549904749376	2	0.11605906701473831	0.2030188786483763	0.006403623674486205	regional_candidate	True	0.05	0.08333333333333333	0.1990922252881924	5.721591846446236e-200
tcf7l1a	10-42219575-42220075	7	0.18034000020871685	0.3332493659072513	2	0.15290936569853444	0.2781266236930815	0.014172484223658861	regional_candidate	True	0.005	0.025	0.1979255461464758	1.2976122341526556e-197
tcf7l1a	10-42240760-42241260	8	0.11434972515875276	0.1801519938334167	2	0.06580226867466395	0.0875553546398409	0.0010379170628845716	unsupported	True	0.295	0.295	0.1848990999674033	2.5403544766328796e-172
tcf7l1a	10-42199661-42200161	9	0.1405297525144964	0.208554548519547	2	0.0680247960050506	0.14192366596191835	0.002013454106007973	unsupported	True	0.065	0.1	0.1824591367248052	8.659223741297397e-168
tcf7l1a	10-42250320-42250820	10	0.10318939967110098	0.151763177986429	3	0.04857377831532801	0.07286499443527664	0.0005371396783661359	unsupported	True	0.27	0.28421052631578947	0.1683479135243749	7.903021537407819e-143
tcf7l1a	10-42216594-42217094	11	0.17360134223893944	0.33929920600774327	1	0.16569786376880383	0.3485503868001107	0.019595904838485258	regional_candidate	True	0.015	0.0375	0.1656487850385509	2.693288226905287e-138
tcf7l1a	10-42341633-42342133	12	0.2104475314820416	0.3065389088652872	1	0.09609137738324558	0.17817263542762815	0.00524820788874963	regional_candidate	True	0.025	0.05	0.1649335786606723	4.1529192527056014e-137
tcf7l1a	10-42349902-42350402	13	0.19680259853093277	0.310380468724965	0	0.11357787019403223	0.09466627841846201	0.00333720902496419	unsupported	True	0.01	0.028571428571428574	0.1643026047102584	4.592065805691497e-136
tcf7l1a	10-42354740-42355240	14	0.1255574905061255	0.33104297933458215	0	0.20548548882845666	0.19644915611094876	0.013363361205271427	regional_candidate	True	0.02	0.044444444444444446	0.1579913500117457	7.411626637767325e-126
tcf7l1a	10-42342151-42342651	15	0.20756403947862037	0.2865444487029394	2	0.07898040922431901	0.19735295777068623	0.004466373298166352	unsupported	True	0.045	0.0818181818181818	0.1488296734367609	8.794400034780472e-112
tcf7l1a	10-42203586-42204086	16	0.11069186003335386	0.1638362617338999	1	0.05314440170054603	0.09170755352643752	0.0007984958441890163	unsupported	True	0.23	0.2555555555555556	0.1339983186091078	7.560407338233077e-91
tcf7l1a	10-42362337-42362837	17	0.10557719243612111	0.13435867892537753	1	0.028781486489256422	0.04347615658159626	0.00016812414533355651	unsupported	True	0.21	0.2555555555555556	0.1312490922528089	3.2344871483596766e-87
tcf7l1a	10-42252728-42253228	18	0.08240629671276588	0.15429755901474773	1	0.07189126230198185	0.13485176139050656	0.0014958628903761527	unsupported	True	0.22	0.2555555555555556	0.1294600545147533	6.779235965844216e-85
tcf7l1a	10-42292064-42292564	19	0.1245139759907957	0.2047228939896903	1	0.0802089179988946	0.09717294924333082	0.0015956383068612026	unsupported	True	0.175	0.23333333333333334	0.1268717620483092	1.3540726192800114e-81
tbx16	8-51771836-51772336	0	0.6978934433508344	0.6803437886814973	1	-0.01754965466933711	0.4008903274407892	0.0	core_concordant	True	0.005	0.014285714285714287	0.5417431921652164	0.0
tbx16	8-51768499-51768999	1	0.5730648897268299	0.5585561850948939	1	-0.014508704631935987	0.3494821759054908	0.0	core_concordant	True	0.005	0.014285714285714287	0.4858959055309184	0.0
tbx16	8-51773848-51774348	2	0.5819825815845687	0.5673480450215707	2	-0.014634536562998068	0.5475873883740872	0.0	core_concordant	True	0.005	0.014285714285714287	0.4696046161896435	0.0
tbx16	8-51748243-51748743	3	0.5449354150502889	0.5213268503788228	2	-0.023608564671466103	0.5286536029878355	0.0	core_concordant	True	0.005	0.014285714285714287	0.4575526247650904	0.0
tbx16	8-51746648-51747148	4	0.3127445481236376	0.30903658617589297	1	-0.0037079619477446424	0.316554205491365	0.0	unsupported	True	0.055	0.08461538461538462	0.3610217118058551	0.0
tbx16	8-51793817-51794317	5	0.41389042723926855	0.4292261188490747	2	0.015335691609806135	0.16943074073891523	0.0011152743588689817	core_concordant	True	0.005	0.014285714285714287	0.3604486513531045	0.0
tbx16	8-51733525-51734025	6	0.327976687438504	0.34230366792043554	2	0.01432698048193154	0.1287927418142481	0.0006316225269969668	unsupported	True	0.035	0.05833333333333334	0.3574160459066637	0.0
tbx16	8-51766567-51767067	7	0.297941231303821	0.3614748133661561	1	0.06353358206233511	0.2664258036894235	0.00611867898310459	regional_candidate	True	0.01	0.025	0.337433371769951	0.0
tbx16	8-51764619-51765119	8	0.27984155475559713	0.7312952490222068	0	0.45145369426660964	0.43495973162314583	0.14360019022905246	regional_candidate	True	0.005	0.014285714285714287	0.3312492158052695	0.0
tbx16	8-51730849-51731349	9	0.3825671051285813	0.41967960437024443	2	0.037112499241663155	0.49419215300705577	0.00769722019754012	core_concordant	True	0.02	0.04	0.3272449314346305	0.0
tbx16	8-51728856-51729356	10	0.3083927788900156	0.28431858037604457	2	-0.024074198513971024	0.2439083511049133	0.0	unsupported	True	0.075	0.10714285714285714	0.3156353525552671	0.0
tbx16	8-51737333-51737833	11	0.3814371251299934	0.40284741562938026	2	0.021410290499386864	0.39412788025612333	0.003399384574512086	core_concordant	True	0.03	0.05454545454545454	0.3060760189431389	0.0
tbx16	8-51738992-51739492	12	0.314842049332538	0.36508823016582465	2	0.050246180833286636	0.26308101468978295	0.004826034225184867	unsupported	True	0.015	0.03333333333333333	0.3005293295480455	0.0
tbx16	8-51732688-51733188	13	0.2904369103533627	0.2885380269853398	2	-0.0018988833680229078	0.3001572064933022	0.0	unsupported	True	0.145	0.19333333333333333	0.2956549435407007	0.0
