gene	panel_id	enhancer	interval_id	initial_rho	pvalue_one_tailed_positive	distance_to_tss	abs_distance_to_tss	latent_state_rho	mean_abs_diff	mean_abs_logfc	residual_std	diff_structure_score	logfc_structure_score	residual_structure_score	difference_structure_score
ackr3b	E27	chr6:15765243-15765743	6-15765243-15765743	0.2313079331617349	5.278947724337757e-271	7626	7626	0.5223158289799931	0.22207613100162762	1.083838473691861	0.18444923497053972	0.2201924033511896	0.9547109070154286	0.18444923497053972	0.3913119203340219
ackr3b	E28	chr6:15771201-15771701	6-15771201-15771701	0.1261737642624782	1.023220381545472e-80	13584	13584	0.043493403870826064	0.2315613276252334	1.2610632152034613	0.21565902100840315	0.21602254338851615	1.2842778724291999	0.16020384417767092	0.46354983092489127
ackr3b	E29	chr6:15775171-15775671	6-15775171-15775671	0.0906185967582734	1.6876500060557566e-42	17554	17554	-0.018246099215885526	0.282537544976034	2.9208891540818835	0.2464689360397815	0.3261813397936497	2.9208891540818835	0.25046538780293265	0.9483577101689572
ackr3b	E30	chr6:15780717-15781217	6-15780717-15781217	0.07526113919004826	6.68947998399041e-30	23100	23100	0.09801486160861339	0.27315453517235766	3.7927828235957	0.2050286826887495	0.33937710290597056	3.6527457017265443	0.20884294678239845	1.1220322979678636
ackr3b	E31	chr6:15783290-15783790	6-15783290-15783790	0.15863455546097938	7.05956300135807e-127	25673	25673	0.2785950555259505	0.23493908687165904	1.1374599970168728	0.1795974941247699	0.1624497217368733	1.2329110068255096	0.12023533170033772	0.4152900064962449
ackr3b	E32	chr6:15785560-15786060	6-15785560-15786060	0.0936564581152697	2.8701599414932537e-45	27943	27943	0.027596608056112963	0.26464626448380424	2.3478389749541764	0.2278968227032025	0.28512972415868837	2.3677441842836893	0.2278968227032025	0.7857518236805185
ackr3b	E33	chr6:15792715-15793215	6-15792715-15793215	0.09329150355873998	6.244051269352743e-45	35098	35098	0.037300262936909176	0.2373594377053735	1.6631263433126742	0.2122796894419198	0.2667621079118729	1.7027407956277274	0.1667911845615084	0.5907669566682089
ackr3b	E34	chr6:15798280-15798780	6-15798280-15798780	0.08111326221229057	1.995591174674394e-34	40663	40663	0.07798389298321683	0.27517723016247614	3.18824075904515	0.25103590372265516	0.30503576422346307	2.869416683140635	0.2671693769346352	0.9328777584016663
ackr3b	E35	chr6:15834876-15835376	6-15834876-15835376	0.03048471114165102	2.4273166561506536e-06	77259	77259	-0.08038393911588164	0.31081708174157	4.293789809698157	0.22425828342368315	0.369421188582669	2.910358125642154	0.15390993810588857	0.9292264851806671
acvr1ba	E1	chr23:27725093-27725593	23-27725093-27725593	0.0336517197259742	2.2545813738029077e-07	-97577	97577	0.03660117832858665	0.26436011854086544	4.726749479229521	0.20406537515142234	0.22015277078103104	4.04695973560095	0.22129456067697117	1.17725413844959
acvr1ba	E2	chr23:27726371-27726871	23-27726371-27726871	0.03768007450547548	7.996177514222414e-09	-96299	96299	-0.005034112183610223	0.24405452212962359	3.05961593847007	0.2195320501359103	0.21196238495535374	2.5451153551230705	0.23822674291231807	0.8044431527822204
acvr1ba	E3	chr23:27729209-27729709	23-27729209-27729709	0.03187605620163973	8.777844610515609e-07	-93461	93461	0.01822487420979522	0.2462277157147472	3.247346604336031	0.22267054248909163	0.21574205754435646	2.630238448349378	0.17418919706465866	0.8048226540777176
acvr1ba	E4	chr23:27733471-27733971	23-27733471-27733971	0.01892740675068982	0.002272494278826209	-89199	89199	-0.005602891034655983	0.2516134662034552	3.803465526588562	0.20809950567322377	0.20411034399452047	3.07469736619326	0.20995626753531843	0.9238031727834847
acvr1ba	E5	chr23:27738315-27738815	23-27738315-27738815	0.022868626041804327	0.0003033008473898271	-84355	84355	0.013025569531261333	0.24834782313953538	3.4775876039667324	0.22023457683183048	0.22696566531871215	3.0401767805782534	0.1895422616351248	0.9171702528443418
acvr1ba	E6	chr23:27743815-27744315	23-27743815-27744315	0.03277357968056912	4.453832788948072e-07	-78855	78855	0.024216552388033386	0.26640594875124407	4.840940502407472	0.1819219260490436	0.22834795607249492	4.840940502407472	0.157252948182718	1.3566128398948172
acvr1ba	E7	chr23:27763427-27763927	23-27763427-27763927	0.043303530770451425	4.162570438916042e-11	-59243	59243	0.040022371051577285	0.25829450092303124	4.449403726132447	0.20902162135210442	0.2153439973347643	3.9578488868436987	0.16372666221101972	1.1329041524186874
acvr1ba	E8	chr23:27764161-27764661	23-27764161-27764661	0.036102989273293175	3.083282953622638e-08	-58509	58509	0.013658180570016252	0.2738570623759569	5.7709673286167025	0.15500426515286037	0.22764336138867566	4.844886417123575	0.15882575997488685	1.3578679648275744
acvr1ba	E9	chr23:27770312-27770812	23-27770312-27770812	0.023922179293372578	0.00016747890731370706	-52358	52358	0.01858281576837928	0.2741228826642236	5.743705114225476	0.15803521080560018	0.22884247014608447	4.89009084607741	0.16599507812077638	1.372157976920058
acvr1ba	E10	chr23:27784706-27785206	23-27784706-27785206	0.0751434241296261	8.183747135777191e-30	-37964	37964	0.0731880914300531	0.2376441608845275	3.3206004831531426	0.21556789625309	0.2057697505454413	2.975566284455867	0.21984686426972458	0.9031458738265468
acvr1ba	E11	chr23:27797047-27797547	23-27797047-27797547	0.018256514781472027	0.0030998199047687224	-25623	25623	-0.04535277354683157	0.23380683729182733	2.0814355983726753	0.21839412152373816	0.18450057870760225	1.6435736574020734	0.16476660290519698	0.5423619568503781
acvr1ba	E12	chr23:27797810-27798310	23-27797810-27798310	0.019375765165850857	0.0018370823958883495	-24860	24860	-0.03210858021045192	0.24285220930831888	2.639115365912373	0.23349163517458535	0.2064701021848169	2.7625424447652662	0.23562262622808539	0.8556915712450732
acvr1ba	E13	chr23:27807123-27807623	23-27807123-27807623	0.039834913513281736	1.1578457949707735e-09	-15547	15547	0.021381512094587482	0.25369055937151047	4.019558139587747	0.20982277212433012	0.22568575736296712	3.7332993191243267	0.21771448001040833	1.0997992007299116
acvr1ba	E14	chr23:27813728-27814228	23-27813728-27814228	0.024369098401269697	0.00012925784585064116	-8942	8942	0.013720984519379868	0.23208792599242983	2.1638765223816945	0.22712813902075915	0.1872937936252681	1.7563932811539729	0.2118836092424812	0.5881751009734689
acvr1ba	E15	chr23:27820210-27820710	23-27820210-27820710	0.049154524061504314	8.333501086800376e-14	-2460	2460	0.02060755273201041	0.2345516346758376	2.5911096387037595	0.22556897534340564	0.15560628033640939	1.9536639549364232	0.12813646194458453	0.5955062625492741
acvr1ba	E16	chr23:27826175-27826675	23-27826175-27826675	0.029796987955345675	3.951260561725434e-06	3505	3505	0.029638555014609404	0.23700190489445233	3.0634446426477426	0.21478004154929997	0.18890606085752074	2.6407953536404096	0.16633435020213738	0.7939782853238588
acvr1ba	E17	chr23:27826708-27827208	23-27826708-27827208	0.01643160085624384	0.00688131921745511	4038	4038	-0.019177880306381286	0.2280127052218105	2.0627409154760095	0.21383719005444987	0.20026680993958543	1.5513670087465652	0.1883561639517498	0.533873133545588
acvr1ba	E18	chr23:27835790-27836290	23-27835790-27836290	0.04040078148350924	6.853364330852718e-10	13120	13120	-0.02123071448581688	0.2660909762246386	4.410215148623121	0.19802185614766216	0.2263256993708085	3.7507904954158993	0.2213822129959374	1.1057116781508762
acvr1ba	E19	chr23:27838010-27838510	23-27838010-27838510	0.017454199644627674	0.004438842182342143	15340	15340	-0.0003373980748719921	0.23170298267150563	2.7818345397618955	0.2082709306936313	0.1716689846954325	2.3824826751904595	0.21499718593912182	0.7395372777544805
acvr1ba	E20	chr23:27841639-27842139	23-27841639-27842139	0.021201826333584195	0.0007397184533462294	18969	18969	-0.022351024048976532	0.2742327776213052	5.0817442249087375	0.17425434430706818	0.20562414090843695	5.405057843283804	0.11649969888154371	1.474289011792866
acvr1ba	E21	chr23:27842900-27843400	23-27842900-27843400	0.027359901442743983	2.0458093526459485e-05	20230	20230	-0.0072555254251894545	0.26628547830763377	4.341299618312165	0.21004652416878677	0.22434216574751067	3.8847517020448774	0.22009236776692556	1.1379571205286476
acvr1ba	E22	chr23:27843695-27844195	23-27843695-27844195	0.03429145739377228	1.3585202459262856e-07	21025	21025	-0.034425477074308604	0.25979951798143935	4.258642404031856	0.1857172782243165	0.20880048939742726	3.8801398889282095	0.15020356365720614	1.1061264152710455
acvr1ba	E23	chr23:27844696-27845196	23-27844696-27845196	0.028343077126031128	1.070206961069533e-05	22026	22026	-0.04150774453649064	0.2642467836811762	3.789622043255666	0.22960384324455754	0.23279330730852799	3.401471852005059	0.2535627549955046	1.0322322501731025
acvr1ba	E24	chr23:27849682-27850182	23-27849682-27850182	0.05483326490046242	9.666293070863072e-17	27012	27012	0.056359156283314435	0.2525019147893415	3.8792900556933927	0.19187637632516147	0.186917001857045	3.994294228568349	0.13929632776507317	1.122094072602681
acvr1ba	E25	chr23:27850756-27851256	23-27850756-27851256	0.04292337824066046	6.071360359068378e-11	28086	28086	0.028702957592626286	0.25627276334009014	4.041869470925091	0.20853134268566584	0.22257564829807672	3.4191544207697455	0.16198627381366448	1.0005140603464497
acvr1ba	E26	chr23:27852854-27853354	23-27852854-27853354	0.0518813080986532	3.5501976339664905e-15	30184	30184	-0.033501941399328126	0.24352100702074372	2.6964848249475994	0.22873847326635632	0.20541527479561025	2.205535672400713	0.2394051234500283	0.7173418212259324
acvr1ba	E27	chr23:27854473-27854973	23-27854473-27854973	0.05930066464233646	2.856130676351244e-19	31803	31803	0.03319390619359352	0.23516483357128304	2.855921945694625	0.22449203347565633	0.20528338776256386	2.590567414026617	0.24156074872749078	0.8143014706663017
acvr1ba	E28	chr23:27863003-27863503	23-27863003-27863503	0.047072843219105064	8.29379644914786e-13	40333	40333	0.029936935393467316	0.22238244182158742	2.307423185346033	0.2183165397271067	0.19188357767166142	2.322340446875841	0.17862262341308732	0.7198564609822053
acvr1ba	E29	chr23:27865201-27865701	23-27865201-27865701	0.052497536516516764	1.7003497557312166e-15	42531	42531	0.03470840540048197	0.2373086851912928	2.476451441552887	0.24022938370497515	0.1987832817186219	2.0356310533563775	0.2557274153835761	0.6779256714107947
acvr1ba	E30	chr23:27879479-27879979	23-27879479-27879979	0.028221404683331317	1.1608670998151972e-05	56809	56809	0.004990949260181591	0.25747676207253045	4.182738390599698	0.20001040636026213	0.2046340343860552	3.6433116860625563	0.16782993474009883	1.0514220124290958
acvr1ba	E31	chr23:27880014-27880514	23-27880014-27880514	0.06521673421987975	6.405114581634671e-23	57344	57344	-0.02282101391271627	0.24020513629538104	2.020688028386634	0.22688278057811886	0.21040679669059992	1.601472724557359	0.1863598505077352	0.549756847493287
acvr1ba	E32	chr23:27880752-27881252	23-27880752-27881252	0.07434745525569854	3.172738381716107e-29	58082	58082	0.07804293450172929	0.23828990621067703	2.9243928289307104	0.23709705644904905	0.1947243940911867	2.146708157637556	0.19601557199391187	0.6831722472437328
acvr1ba	E33	chr23:27883579-27884079	23-27883579-27884079	0.05010990484155738	2.8106758712072462e-14	60909	60909	0.001379953080106257	0.25055864376846615	3.2980720311979024	0.23530587925289104	0.20227334688452245	2.9127456197254573	0.1885428915148159	0.8750857557153588
acvr1ba	E34	chr23:27884515-27885015	23-27884515-27885015	0.046852627490335266	1.0516573284459479e-12	61845	61845	0.05613767066334012	0.27001918271000114	5.0589825977040705	0.2129084359796185	0.21476972579084028	5.6662240449460235	0.17054392081323747	1.5621542738374752
acvr1ba	E35	chr23:27888466-27888966	23-27888466-27888966	0.06951125470170716	8.769302756925366e-26	65796	65796	-0.031695149035081235	0.2613359629305252	3.8826025672324547	0.20909677822431771	0.23133878693099358	4.070072192326356	0.2737991438941146	1.2058832632169265
acvr1ba	E36	chr23:27889855-27890355	23-27889855-27890355	0.031651796173771264	1.0371056712713893e-06	67185	67185	0.02964350383735456	0.2355958405161694	2.938902736502587	0.21772089195549554	0.23893955758293453	2.219185999549936	0.20211982237545648	0.7211142607520676
acvr1ba	E37	chr23:27890369-27890869	23-27890369-27890869	0.03283863115414727	4.237225897803121e-07	67699	67699	0.015535137126762034	0.2470090348740212	3.4881307293298836	0.21263513774961332	0.22059793061821018	2.6715213191621836	0.21729607686239988	0.8321731289396699
acvr1ba	E38	chr23:27893466-27893966	23-27893466-27893966	0.04353127015081757	3.3150764298626455e-11	70796	70796	-0.003836252619756127	0.23825184806995897	2.847340625867453	0.2232835354053252	0.1911342175203339	2.2083047108615896	0.20171385719563337	0.6991297147420027
acvr1ba	E39	chr23:27894278-27894778	23-27894278-27894778	0.05711838301895735	5.1960340964978465e-18	71608	71608	0.007041790357935733	0.23161501172907034	2.621520607880392	0.21428257807557527	0.16613688003889993	1.9346150690642896	0.1318008682039182	0.5962388231530038
acvr1ba	E40	chr23:27895242-27895742	23-27895242-27895742	0.06220185776269776	5.1160854552059425e-21	72572	72572	0.044468315872235355	0.2350954735659835	2.3589996649702285	0.23828106773506377	0.20954487918496828	1.8782704301891509	0.2510814531723148	0.6412640678315853
acvr1ba	E41	chr23:27895836-27896336	23-27895836-27896336	0.016991271724687614	0.005427744526009134	73166	73166	0.008991502843247757	0.25870406949875413	4.3785583494011915	0.188773848477688	0.21122440922970825	3.7586241232594593	0.19458517393828903	1.0922506053851493
acvr1ba	E42	chr23:27901827-27902327	23-27901827-27902327	0.04152804911218941	2.360838876025085e-10	79157	79157	-0.025362239572454037	0.245578121614191	3.3404164756277357	0.2192700143679557	0.191328750314837	2.9763688500455445	0.17511582232896508	0.8819142504524587
acvr1ba	E43	chr23:27905138-27905638	23-27905138-27905638	0.050231073352730575	2.4452040137692826e-14	82468	82468	0.03791127957018044	0.2524019413220879	3.961507651322119	0.2037519757981555	0.21634452113321817	4.084987025028628	0.14448714571007418	1.1583550657089703
acvr1ba	E44	chr23:27906131-27906631	23-27906131-27906631	0.04910523456120841	8.809273182741372e-14	83461	83461	0.018636087466031008	0.25362137497123355	3.8606485899198284	0.22718543358480583	0.18448965829058067	3.343595634102031	0.156526482043583	0.964479040556994
acvr1ba	E45	chr23:27916150-27916650	23-27916150-27916650	0.025674410502560047	5.919364014849223e-05	93480	93480	-0.027265078946801635	0.26217925107715273	4.181902949061844	0.20626629116705864	0.22064196963878235	3.680153100587639	0.2095271535498005	1.081629566744853
acvr1ba	E46	chr23:27922417-27922917	23-27922417-27922917	0.0594381653410474	2.370505711511452e-19	99747	99747	-0.03135570807204368	0.2385907129946227	2.746227696548595	0.22724164017931076	0.19965804461495637	2.1650337472277514	0.2605199467206429	0.7123036360051453
add3b	E1	chr17:20188727-20189227	17-20188727-20189227	0.06607141280635576	1.7825369210890625e-23	-98611	98611	0.029866836279761853	0.289318878408313	4.7764134703221455	0.20138741372538851	0.28563576936337703	5.039007213731791	0.16950453684098082	1.4333326990726418
add3b	E2	chr17:20191639-20192139	17-20191639-20192139	0.036478046461766535	2.247861234200618e-08	-95699	95699	0.03954510738566662	0.23531725008638124	2.028008021844912	0.2225070808945396	0.22025184443366524	2.072956932150127	0.10228382706948655	0.6421393102853181
add3b	E3	chr17:20232046-20232546	17-20232046-20232546	0.03310658255401734	3.447244493638836e-07	-55292	55292	0.00400672574967372	0.2985622838120795	5.050152311762338	0.1758772506152786	0.21756325772515	5.184870246788203	0.11917227346289008	1.4249531604991224
add3b	E4	chr17:20246954-20247454	17-20246954-20247454	0.09389444766219544	1.7260963387439963e-45	-40384	40384	-0.0188623287331148	0.29322926638194763	4.825976905877283	0.1935159951639264	0.16081640047543894	4.990861555215612	0.19537202531484657	1.380422157854275
add3b	E5	chr17:20248245-20248745	17-20248245-20248745	0.03060096920485857	2.233132195959559e-06	-39093	39093	0.005887234352672646	0.2846588556150593	4.330538483599587	0.19502806748231907	0.26738030146787944	4.456155174095256	0.17515502700062355	1.282295173561184
add3b	E6	chr17:20251232-20251732	17-20251232-20251732	0.0657133312713573	3.0523903688376174e-23	-36106	36106	-0.00894072552548205	0.27524402630434747	3.753735317359559	0.21810613103826373	0.26835775732246636	2.4416383628574447	0.22760133080307582	0.7974131594244243
add3b	E7	chr17:20257513-20258013	17-20257513-20258013	0.047249717117236786	6.848404544279541e-13	-29825	29825	-0.01702904403794381	0.299625264592906	5.128776736479824	0.194225320106716	0.3089254788641877	5.325022998346802	0.20019719061304994	1.524894957846943
add3b	E8	chr17:20258738-20259238	17-20258738-20259238	0.08523426267430012	8.13214641644587e-38	-28600	28600	0.05009097797150766	0.3068440323526702	6.183210739515149	0.16648090875031316	0.308565213401614	3.9070511183371655	0.17510641299050095	1.1614761094916122
add3b	E9	chr17:20284224-20284724	17-20284224-20284724	0.0411576236883397	3.36124771098155e-10	-3114	3114	0.05819739643096421	0.24286659454078263	2.485058811809037	0.22157266921719573	0.2323927820348329	2.550551429567008	0.2269004082348818	0.8100101130878938
add3b	E10	chr17:20284725-20285225	17-20284725-20285225	0.054225495830426476	2.0624602227701377e-16	-2613	2613	0.07261885065218697	0.2713988090792309	3.810983804769248	0.22090795439336094	0.27194591640266064	4.019448299523853	0.23580446351793993	1.1961720036733066
add3b	E11	chr17:20289825-20290325	17-20289825-20290325	0.057694084561977485	2.4423447201809863e-18	2487	2487	0.01935610422806445	0.2266900205075344	1.8894899828407636	0.21275904732246023	0.23142808179752886	1.9312800285533847	0.21628815959565353	0.6510920957158365
add3b	E12	chr17:20294071-20294571	17-20294071-20294571	0.01586871116279341	0.008679805551783944	6733	6733	-0.01474960857505793	0.31005502141663116	5.7133728877857655	0.19007785120146717	0.3206947930808752	5.294515805908938	0.19806376476138723	1.52122918637607
add3b	E13	chr17:20294778-20295278	17-20294778-20295278	0.05947897543612752	2.2427634945639684e-19	7440	7440	0.04574751943690486	0.26300280538889464	3.255515728522202	0.23235890643686413	0.2553327078489055	3.29774796650093	0.22880462803410634	1.0066516945767319
add3b	E14	chr17:20300965-20301465	17-20300965-20301465	0.017528932808141096	0.004295252783005744	13627	13627	0.049309614960119416	0.28844070250934467	4.6639267424661295	0.1928315830237489	0.27658875231408175	4.9750382585591595	0.12540513641099837	1.398286863309272
add3b	E15	chr17:20304074-20304574	17-20304074-20304574	0.05851438062587664	8.223728046284006e-19	16736	16736	0.013767985121959914	0.24950302307163888	2.375772216184077	0.2191276672109745	0.26852853090344747	1.972119437617016	0.31158256501742637	0.7094951695217322
add3b	E16	chr17:20307094-20307594	17-20307094-20307594	0.06441078924809121	2.1076118047720454e-22	19756	19756	0.03464174971860522	0.30081091078568684	5.423883539247441	0.18632034079504184	0.2621995942745108	2.3866186353750654	0.15682904713589904	0.7564246630511353
add3b	E17	chr17:20346739-20347239	17-20346739-20347239	0.01952992090057467	0.001705878753872679	59401	59401	0.005827477189810588	0.30803544423361356	5.840597781240354	0.16226081167970585	0.3166576625777895	6.314723197943325	0.1579210596910903	1.7606162354088286
add3b	E18	chr17:20352293-20352793	17-20352293-20352793	0.08803025237578503	3.268858877792773e-40	64955	64955	-0.008193628613854193	0.3008849965841433	5.354555697525397	0.18952793806782142	0.28752521983987633	5.506328669264761	0.18119039994919683	1.5550088952343597
add3b	E19	chr17:20353524-20354024	17-20353524-20354024	0.06729457323843836	2.777229642914678e-24	66186	66186	-0.018968113724886843	0.30430079491272144	5.639112210977779	0.1679891573050536	0.27817990202499593	5.847516551162287	0.1822490969109562	1.6369382825194048
adka	E1	chr13:25100058-25100558	13-25100058-25100558	0.04605173528938137	2.4715291183219298e-12	-98952	98952	-0.0038956852161701394	0.3530468396792393	3.5517979329935128	0.22170889155820045	0.3700969809029923	3.72162033463058	0.22645690678298505	1.1577037933928866
adka	E2	chr13:25101387-25101887	13-25101387-25101887	0.14251114737894358	1.383725417432639e-102	-97623	97623	0.06529573628314948	0.27428750076685043	1.6669794228500878	0.22651452370388278	0.27367972390720663	1.7311563725965866	0.23872749175326555	0.6258156048256722
adka	E3	chr13:25106468-25106968	13-25106468-25106968	0.045967579558733214	2.7014691774724527e-12	-92542	92542	0.02314866461970409	0.3162967388335495	2.4566154884460567	0.22647082892753087	0.32842519084690136	2.5424718859408886	0.23479296352986212	0.8491655850594344
adka	E4	chr13:25125734-25126234	13-25125734-25126234	0.048484233410340916	1.764915922160967e-13	-73276	73276	-0.015255534558765828	0.41835987496798227	5.7325417621501895	0.18280761000073842	0.45671507705123526	6.243910714551039	0.17235730221936368	1.8039887652350313
adka	E5	chr13:25130667-25131167	13-25130667-25131167	0.025695394143446397	5.8437728603880296e-05	-68343	68343	0.011520711748586066	0.36568344770527134	3.882654199030847	0.21730953946999715	0.38109189052646375	3.9818987923654343	0.22255827919902507	1.225806852021603
adka	E6	chr13:25139330-25139830	13-25139330-25139830	0.06431366213412204	2.4305169166364853e-22	-59680	59680	-0.0017316721778620225	0.38453796299671467	4.484295947702247	0.2108070277184906	0.4107543267107862	4.744837241415231	0.2157027291424001	1.4260069962379622
