gene	panel_id	enhancer	importance	initial_rho	importance_x_abs_rho	distance	control_p99	enhancer_p99	spatial_corr	spatial_spearman	spatial_ssim	spatial_gradient_similarity	hotspot_overlap_q80	mean_abs_diff	mean_diff	std_diff	diff_abs_moran_i	diff_hotspots_q90	diff_largest_hotspot_fraction	diff_abs_threshold_q90	mean_abs_logfc	mean_logfc	std_logfc	logfc_abs_moran_i	logfc_hotspots_q90	logfc_largest_hotspot_fraction	logfc_abs_threshold_q90	residual_slope	residual_intercept	residual_mean	residual_std	residual_abs_moran_i	residual_hotspots_q90	residual_largest_hotspot_fraction	residual_abs_threshold_q90	diff_structure_score	logfc_structure_score	residual_structure_score	difference_structure_score
NEFM	E21	chr8:24955004-24955505	0.0061793677717337	0.2296416613886391	0.0014190402814323	[-36156]	1.9749809143883588	0.08478315456789666	0.11196098705244545	0.06646256510383255	0.09046258716479208	0.2374726906452548	0.24438902742532695	0.34119359146348555	-0.23996724776848455	0.3323069533562453	0.16954907109064377	49	0.11	0.662642591705488	3.6975331146377486	-2.670596426227155	4.196775705355918	0.19391622087433608	46	0.15	8.935044738268537	0.11410055752230863	0.1572416435917206	-2.1359000072948903e-17	0.25011280262859964	0.1992501801966693	37	0.22	0.39561751370321074	0.04389469127540201	0.6621817144179021	0.06598852119680526	0.20619928753351816
NEFM	E25	chr8:24891715-24892216	0.0089313343005474	0.1293202344467942	0.0011550022456694	[21792]	1.9749809143883588	0.06659574848088333	0.1088699387048903	0.05166984250383107	0.08162653564934008	0.2726521566545948	0.25436408976921787	0.33478282214027083	-0.2621680940537025	0.30852452060240365	0.19657839529368362	48	0.11	0.6601890447859701	3.7390389917581803	-2.7778301214077725	4.2378287927721665	0.18571946671544076	46	0.15841584158415842	8.970006164911798	0.0942190441631401	0.14395503012041178	0.0	0.21246903466923003	0.1056094813094137	47	0.12	0.24640923961415362	0.04406532812973456	0.7023289218749701	0.02818893350579511	0.20307448844766463
NEFM	E4	chr8:24914011-24914512	0.0566493636632443	0.2087199993553831	0.0118238551472752	[0]	1.9749809143883588	0.07374842793379464	0.10487672274759326	0.06894072990255398	0.09608496813441364	0.2683092260601654	0.28428927680089056	0.32619981148685856	-0.18477436459393062	0.3517740567304141	0.12903087056723211	51	0.11	0.6554620616478474	3.509449833486803	-2.3189499351370353	4.346023344965206	0.19621243447978184	51	0.17	8.863375072872808	0.11793773801501925	0.21071405812573019	-3.9158166800406325e-17	0.27620154307620504	0.06792174120393567	49	0.08	0.3945085162633763	0.040511862285606236	0.7136680799299854	0.02359693062441238	0.20288069061528316
NEFM	E6	chr8:25064194-25064695	0.03277858385707	0.2935370839462199	0.0096217299212909	[-145346]	1.9749809143883588	0.04122388965169663	0.12200213901466275	0.07086853212050274	0.08505019134696443	0.22692789087382345	0.2593516209411633	0.3464883835501444	-0.2783659695909391	0.30831426613802626	0.19326863712784156	48	0.1	0.6762075997570628	3.799041700294689	-2.8916493881855	4.146567312476038	0.18410124416230578	44	0.15	8.91928214154889	0.10725916095216115	0.12191038452709722	-7.119666690982967e-18	0.21550859647504314	0.2461530313311248	39	0.18	0.25988828837392	0.04134537212195097	0.6747675005915134	0.04834020433955242	0.20214909551550206
NEFM	E16	chr8:24767816-24768317	0.0097456703751536	0.221259079075815	0.0021563180521829	[145692]	1.9749809143883588	0.03958938627073288	0.0681252575143015	0.04862826669843095	0.06364282413431359	0.23397660510864837	0.24438902742532695	0.34084537186125163	-0.1883693148896521	0.3638294537314506	0.1380121768213291	48	0.1	0.6626307648276796	3.5644818272847503	-2.3539153368434174	4.382172896270368	0.17865624022560597	53	0.16	8.98960816942323	0.07848015865975491	0.2248106206586292	2.1359000072948903e-17	0.283854416035327	0.162815608369306	37	0.15	0.45083359177343835	0.03878861835912984	0.6722077998239907	0.04951055182056493	0.20089609043684734
NEFM	E37	chr8:24862389-24862890	0.0021717236112983	0.1006503934283127	0.0002185848358947	[51118]	1.9749809143883588	0.020156493717809195	0.17310240668375246	0.1427087380176686	0.07838302102138361	0.19722655406635214	0.2793017456289451	0.38597689483774145	-0.34416326092392713	0.29384220008467066	0.20782488262518842	50	0.1	0.7133253433371227	4.843131357789493	-4.287477971788925	3.8665490708830594	0.23985954239755078	50	0.10891089108910891	8.977042772646918	0.14550275111444808	0.038965894176226916	-2.1359000072948903e-17	0.2044635997330874	0.25186374306407056	37	0.18	0.23347044087997829	0.046619249770342985	0.6539884051429822	0.046072902110799	0.1982703169326624
NEFM	E31	chr8:24965559-24966060	0.0056767362607708	0.1024790994050016	0.0005817468195635	[-46712]	1.9749809143883588	0.011935449587882329	0.13412762356889224	0.09515244333205844	0.1164997286087466	0.2600719302035351	0.289276807972836	0.3283476967304144	-0.2068444702042594	0.33931046465040415	0.1381838852647013	48	0.09	0.6532199959785091	3.6158383829856264	-2.49988410710804	4.325464600528553	0.18116322919108233	48	0.16	8.829309512299638	0.1456221915411239	0.17623113164008616	5.3397500182372256e-17	0.2657182088221555	0.14941376659255717	37	0.09	0.4293080593433141	0.0336348051464105	0.6833432545088582	0.027487815052905127	0.19391047095429553
NEFM	E1	chr8:25065472-25065973	0.1566766340052308	0.1861830174370838	0.0291705284809795	[-146624]	1.9749809143883588	0.1038935840250029	0.15351008214256004	0.07925154531567462	0.1075035242531477	0.28560359064948976	0.29426433914478145	0.3356029680435028	-0.2735128832049796	0.2989142256279591	0.20354842897573444	48	0.11	0.6586808891682565	3.735765159972038	-2.8213987983043696	4.141628783281776	0.18797132092088897	47	0.15	8.970522394830963	0.1308454888062965	0.11618811812584089	-9.789541700101581e-18	0.20801637269206344	0.11796713992478351	45	0.1	0.24532100683210425	0.044430586744318656	0.6656972807613327	0.0232555469236074	0.19233599631132323
NEFM	E17	chr8:24961381-24961882	0.0092076047005779	0.2330536686962121	0.0021458660553741	[-42534]	1.9749809143883588	0.040067582658071435	0.13016736586231006	0.08514989846002535	0.10529669762909594	0.25708233705940003	0.27431421445699966	0.3404565490216392	-0.23608884935042776	0.3335067230799944	0.16671840811062666	49	0.11	0.6629424384006162	3.6814012470765003	-2.658390622512073	4.189253262881533	0.1970144136618604	46	0.15	8.967570954984176	0.13627398588005402	0.1511781880325335	-2.1359000072948903e-17	0.25636229416018963	0.17832553978405896	42	0.09	0.41105319219454967	0.04369386151959008	0.6610035532834978	0.02718704147819266	0.19224389744607792
NEFM	E8	chr8:24941810-24942311	0.021922591333133	0.2484466853719205	0.0054465951514801	[-22962]	1.9749809143883588	0.04884132763059393	0.1573402677313175	0.11168633185653437	0.1302176664386296	0.27775667646961477	0.289276807972836	0.3276412046505968	-0.22466830507499752	0.32951190923689744	0.15588828029660376	48	0.11	0.6529771080955454	3.6530607911993447	-2.624071649581208	4.278683201285806	0.20364117336730175	45	0.15	9.008792366919447	0.16590812725846743	0.14931173394344266	1.4239333381965934e-17	0.25718077792499283	0.15565589656600579	37	0.1	0.40706426399246803	0.041658829145767455	0.6595461565651894	0.029721248249245043	0.1919525076868401
NEFM	E9	chr8:24977627-24978128	0.0602801029214246	0.0840482105468373	0.0050664347821249	[-58780]	1.9749809143883588	0.039319467976262616	0.14991729416874616	0.08855181960217194	0.1223128257881732	0.27980894994824995	0.31421446383256324	0.31868705877109565	-0.2320999400601159	0.31531513388922766	0.17014893354904062	49	0.11	0.6578234666979798	3.5496436873817436	-2.516419628399377	4.265812119232987	0.18149034417255433	47	0.15	8.956598585994607	0.14357015981693325	0.15189572698251244	-3.9158166800406325e-17	0.23384625484043894	0.12432682700674653	43	0.14	0.3183738570959317	0.04102024541525658	0.6290804612841887	0.03680874647970265	0.18656127475504575
NEFM	E20	chr8:24766963-24767464	0.0094349871542247	0.1587294932421186	0.0014976107297359	[146544]	1.9749809143883588	0.016629119595220527	0.06308660954831243	0.06265235807477183	0.0596997872663671	0.2568262519701426	0.24438902742532695	0.342833795905592	-0.1800210928395753	0.37304364225917896	0.11046705527543699	53	0.08	0.676266952880901	3.652883366991832	-2.490874067470556	4.425035023619985	0.17136432667277068	53	0.15	9.041953990266505	0.07550552641259649	0.23449257238551166	9.789541700101581e-18	0.29500520303187056	0.059690974482295864	44	0.11	0.47946690434571176	0.03045645086305463	0.6418285898385826	0.03438757861860094	0.18467538032137784
NEFM	E2	chr8:25000555-25001056	0.058932551452071	0.2693850944358976	0.0158755509382645	[-81708]	1.9749809143883588	0.1200636551254607	0.17146309521283978	0.09519555146592854	0.1258077422945765	0.2953458889246343	0.30423940148867235	0.32665717203587147	-0.26126709335669024	0.30008963305836145	0.19435238280399345	44	0.11	0.6535881294636462	3.5923901158895353	-2.6577090239297725	4.13933491705917	0.18948243743752705	45	0.15	8.946251166833804	0.15133925934733022	0.11924515868038704	-3.648829179128771e-17	0.2147609203198208	0.10216451120159029	41	0.08	0.2827570891006866	0.04291581489591628	0.6409627426912147	0.01893614918155992	0.18403466384471615
NEFM	E15	chr8:24957261-24957762	0.0099533082166429	0.2314951203232394	0.002304142283226	[-38414]	1.9749809143883588	0.07541858222504663	0.16045806653800557	0.10191486286920913	0.13133883420546485	0.2872201525186908	0.29426433914478145	0.3225418276042928	-0.22946285875970626	0.3213788508924687	0.15882924686507946	46	0.11	0.6516754233490571	3.700478401966116	-2.7039654328139817	4.314750240592201	0.18861853539123366	46	0.14563106796116504	9.044047638630946	0.16180706142416904	0.14635596662130457	-2.3138916745694644e-17	0.24582492496551128	0.06758224447039109	52	0.08	0.36026284180423573	0.04111479934816858	0.6405520220959016	0.02099506601131568	0.18393219836720331
NEFM	E22	chr8:24942377-24942878	0.0061510803708335	0.2298112294986674	0.0014135873427663	[-23530]	1.9749809143883588	0.023558739851040785	0.1414074040346415	0.09791948204720852	0.12481941015313634	0.27203755801235124	0.2593516209411633	0.3346080577743315	-0.19001305111456643	0.3579600215812962	0.1272932902724565	49	0.11	0.6654610721701497	3.5684990882702143	-2.4369771437306658	4.289260823318763	0.19336220186357686	48	0.14705882352941177	8.95340704039335	0.16969306525137193	0.1822699431243624	1.0323516701925304e-16	0.29339988155250324	0.11452348051221933	38	0.09	0.4968863958545161	0.04149215602401127	0.6262517543126926	0.02943009514527919	0.18346033428862538
NEFM	E12	chr8:25050750-25051251	0.0149525702948247	0.2580329850301713	0.0038582563470471	[-131902]	1.9749809143883588	0.056185662175703296	0.12278324563365095	0.07455262708189558	0.1072584454050346	0.26467248753388967	0.2693266832850542	0.32669613657466534	-0.20711579610969524	0.33859554179958656	0.14857040191165594	47	0.11	0.6497902301066132	3.4569566723498917	-2.328719829527095	4.225386811320425	0.18647536960896452	51	0.15	8.818618784368125	0.1312099585010754	0.18242178870175987	-4.9837666836880775e-17	0.2619287596622199	0.14840598669757585	40	0.09	0.41607711146170795	0.04127568641774034	0.615239091832277	0.02707205001159274	0.17979526502922286
NEFM	E7	chr8:24956425-24956926	0.031471148196747	0.2397063482508122	0.0075438340095023	[-37578]	1.9749809143883588	0.2608251575578942	0.1529082722971541	0.1020465625627116	0.1366113156472976	0.28861173375035815	0.29426433914478145	0.32432333910444444	-0.18467664400845377	0.35018078691058224	0.13473734360267967	49	0.11	0.6550474968480435	3.528684987237522	-2.3672241155356395	4.317607173589904	0.1912840115813826	50	0.14285714285714285	8.927716962522787	0.17884836519746472	0.18350140742625928	7.119666690982967e-18	0.2854767003365971	0.08657501004519406	44	0.09	0.4420196602061201	0.04048239847121012	0.6005237153147592	0.02791726636823162	0.17609493144605493
NEFM	E5	chr8:24913446-24913947	0.0461697145408764	0.2412967908346846	0.0111406039524669	[62]	1.9749809143883588	0.2718908029374294	0.1253267917836099	0.07906644424581229	0.11400405152898244	0.2788933144527855	0.289276807972836	0.3181335773618733	-0.185535930288262	0.34260213788078725	0.1320487303153963	47	0.11	0.6434460807936786	3.373729609098421	-2.176605985914285	4.293935170399895	0.1840636465300642	48	0.15	8.874068943591109	0.13721584934104614	0.2013088057326992	2.1359000072948903e-17	0.26827281972509726	0.13908936760592983	43	0.09	0.4121450978828722	0.0396156983555524	0.5992065875033287	0.02750280449098686	0.17527390778989854
NEFM	E11	chr8:24999848-25000349	0.0186746486586936	0.2324078703274663	0.0043401353238806	[-81000]	1.9749809143883588	0.10734496425051442	0.07355928069788986	0.04845823683150939	0.07291854069950683	0.26850983593158134	0.24438902742532695	0.3300985912352634	-0.13050159477943574	0.37881953114406536	0.09392629889203652	51	0.09	0.6667136133996573	3.322585769240602	-1.9247528644659664	4.402218169283266	0.17584673621253158	54	0.15	8.88687503864696	0.09113378908230586	0.2770048588014498	-9.611550032827006e-17	0.3051531541583666	0.05770473160088161	49	0.08	0.4788115852361988	0.032499317716152026	0.5860277448821648	0.025820954801299006	0.16854399748745666
