gene	n_links_raw	n_links_pass_filter	control_p99	mask_low_center	mask_high_center	note	n_enhancers_retained	median_difference_structure_score	mean_difference_structure_score	top3_mean_difference_structure_score	max_difference_structure_score	std_difference_structure_score	divergent_fraction_top10pct	gene_divergence_score	rank_eligible	global_divergent_threshold_top10pct	eligible_rank	absolute_divergence_score	absolute_rank
PHKB	44	0	0.9916340827941896	0.0035648462819749	0.3668184834957683	raw links exist but all filtered out									False	0.8145272979243852			
PHKG1	20	0	0.0	0.0019557018335056	0.4365989476738572	raw links exist but all filtered out									False	0.8145272979243852			
PHKG2	37	0	0.0	0.0020790882343639	0.4113071312928228	raw links exist but all filtered out									False	0.8145272979243852			
PHLDA1	37	0	0.0	0.0027633195658452	0.3854302720824406	raw links exist but all filtered out									False	0.8145272979243852			
PHLDA3	48	0	0.0	0.0032948969165161	0.3625726384820958	raw links exist but all filtered out									False	0.8145272979243852			
PHLDB1	39	0	0.0	0.0015715629172483	0.3088026699449515	raw links exist but all filtered out									False	0.8145272979243852			
PHLPP1	80	0	0.0	0.0025180868808211	0.3611244613154626	raw links exist but all filtered out									False	0.8145272979243852			
PHLPP2	24	0	0.0	0.0011800776141655	0.3710536350927814	raw links exist but all filtered out									False	0.8145272979243852			
PHOSPHO1	25	0	0.0	0.0001157963248118	0.786270578402331	raw links exist but all filtered out									False	0.8145272979243852			
PHOSPHO2	26	0	0.0	0.0006760263925882	0.4307893376180691	raw links exist but all filtered out									False	0.8145272979243852			
PHOX2A	38	0	0.0	0.0002958281145876	0.5460069892262039	raw links exist but all filtered out									False	0.8145272979243852			
PHOX2B	26	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PHPT1	43	0	1.3971494388580314	0.0346899423454111	0.3576293541988345	raw links exist but all filtered out									False	0.8145272979243852			
PHRF1	40	0	1.2802051723003387	0.0023403018468259	0.3996177469107835	raw links exist but all filtered out									False	0.8145272979243852			
PHTF1	19	0	0.0	0.0012844022963935	0.4698661255642374	raw links exist but all filtered out									False	0.8145272979243852			
PHTF2	46	0	0.532134570479393	0.0012306012622501	0.3544100279185792	raw links exist but all filtered out									False	0.8145272979243852			
PHYH	36	0	0.0	0.0012891582580033	0.2780096913893882	raw links exist but all filtered out									False	0.8145272979243852			
PHYHD1	32	0	0.0	0.0001986473482811	0.5142647934973733	raw links exist but all filtered out									False	0.8145272979243852			
PHYHIP	35	0	0.0	0.0015599343098794	0.4550310593115157	raw links exist but all filtered out									False	0.8145272979243852			
PHYHIPL	39	0	0.7345519065856934	0.0045692138526179	0.3506971420147972	raw links exist but all filtered out									False	0.8145272979243852			
PI15	14	0	0.0	0.0002275572130289	0.6542451131496473	raw links exist but all filtered out									False	0.8145272979243852			
PI16	50	4	1.3929121112823484	0.000654941424838	0.3725882825727641		4.0	0.7659434870073734	0.7460364697769531	0.7667980661481391	0.7685072244296702	0.0360195466352815	0.0	0.4980769113399841	False	0.8145272979243852		0.7662853186636797	
PI3	24	0	0.0	3.5070053116468954e-05	0.7080701552277762	raw links exist but all filtered out									False	0.8145272979243852			
PI4K2A	49	0	0.0	0.0010575725028447	0.5145790355202509	raw links exist but all filtered out									False	0.8145272979243852			
PI4K2B	46	0	0.0	0.0005341339583986	0.5511351665570244	raw links exist but all filtered out									False	0.8145272979243852			
PI4KA	35	0	1.1084318590164184	0.0045061283079961	0.3665775392556141	raw links exist but all filtered out									False	0.8145272979243852			
PIANP	46	0	0.0	0.0022732383938236	0.3782318049958018	raw links exist but all filtered out									False	0.8145272979243852			
PIAS1	45	0	0.0	0.0026182817983028	0.3754359284024835	raw links exist but all filtered out									False	0.8145272979243852			
PIAS2	34	0	0.0	0.0017015926439061	0.3389135149058607	raw links exist but all filtered out									False	0.8145272979243852			
PIAS3	35	0	0.0	0.000763210146127	0.2652495993781286	raw links exist but all filtered out									False	0.8145272979243852			
PIAS4	45	0	0.0	0.0011398595076255	0.3770044931752166	raw links exist but all filtered out									False	0.8145272979243852			
PIBF1	27	0	0.0	0.0006870474252903	0.3834543764754725	raw links exist but all filtered out									False	0.8145272979243852			
PICK1	46	0	0.0	0.0019478723639544	0.3770801359055115	raw links exist but all filtered out									False	0.8145272979243852			
PIDD1	60	0	0.0	0.0012853981850872	0.4938362472406168	raw links exist but all filtered out									False	0.8145272979243852			
PIEZO1	53	0	0.0	0.0005551053028417	0.6164821364487416	raw links exist but all filtered out									False	0.8145272979243852			
PIEZO2	62	0	0.0	0.0007001069886222	0.3686690041883385	raw links exist but all filtered out									False	0.8145272979243852			
PIF1	27	0	0.0	0.0002351960221938	0.537656976867999	raw links exist but all filtered out									False	0.8145272979243852			
PIGA	19	0	0.0	0.0002719460377375	0.556035672039953	raw links exist but all filtered out									False	0.8145272979243852			
PIGB	18	0	0.0	0.0003519796642768	0.6241742167050188	raw links exist but all filtered out									False	0.8145272979243852			
PIGBOS1	17	0	0.0	0.0014336459509081	0.4602486016022654	raw links exist but all filtered out									False	0.8145272979243852			
PIGC	30	0	0.0	0.0021006173353693	0.355071342338982	raw links exist but all filtered out									False	0.8145272979243852			
PIGG	28	0	0.0	0.000658532677595	0.4433181375283239	raw links exist but all filtered out									False	0.8145272979243852			
PIGH	36	0	0.6931471824645996	0.0027904551300094	0.4773227277581056	raw links exist but all filtered out									False	0.8145272979243852			
PIGK	37	0	0.0	0.0014924299853727	0.419451650548711	raw links exist but all filtered out									False	0.8145272979243852			
PIGL	47	0	0.0	0.0008207223534428	0.3019189256767653	raw links exist but all filtered out									False	0.8145272979243852			
PIGN	53	0	0.0	0.0005146413704922	0.5136335745177779	raw links exist but all filtered out									False	0.8145272979243852			
PIGO	27	0	0.0	0.0003517354841939	0.6044895114230876	raw links exist but all filtered out									False	0.8145272979243852			
PIGP	39	0	0.0	0.0016012850336503	0.4132163619944344	raw links exist but all filtered out									False	0.8145272979243852			
PIGQ	41	0	0.9916340827941896	0.0026867481576776	0.3793351699614069	raw links exist but all filtered out									False	0.8145272979243852			
PIGR	25	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PIGS	31	0	0.5347646996378899	0.0019182323913734	0.3312702877251466	raw links exist but all filtered out									False	0.8145272979243852			
PIGT	34	0	0.0	0.0019558410035182	0.366607769388307	raw links exist but all filtered out									False	0.8145272979243852			
PIGU	40	0	0.0	0.0019917295451402	0.3582608115367673	raw links exist but all filtered out									False	0.8145272979243852			
PIGV	34	0	0.0	0.000362422889991	0.4716005077105512	raw links exist but all filtered out									False	0.8145272979243852			
PIGW	34	0	0.0	0.0003245609431646	0.5608245261528478	raw links exist but all filtered out									False	0.8145272979243852			
PIGX	32	0	1.0898482155799865	0.0044653472312854	0.3601402729326819	raw links exist but all filtered out									False	0.8145272979243852			
PIGZ	31	0	0.0	0.0006503080365622	0.4633513575203102	raw links exist but all filtered out									False	0.8145272979243852			
PIH1D1	56	0	0.0	0.0026156608071722	0.3757881220816138	raw links exist but all filtered out									False	0.8145272979243852			
PIH1D2	33	0	0.0	0.0003231970614497	0.5127706674957412	raw links exist but all filtered out									False	0.8145272979243852			
PIK3AP1	47	0	0.0	0.0001471867421482	0.4334189724881501	raw links exist but all filtered out									False	0.8145272979243852			
PIK3C2A	36	0	0.0	0.0020534525697356	0.4717641449865389	raw links exist but all filtered out									False	0.8145272979243852			
PIK3C2G	37	0	0.0	5.436308769444216e-05	0.6407653348378057	raw links exist but all filtered out									False	0.8145272979243852			
PIK3C3	45	0	0.5173154473304749	0.0012053736816101	0.3527834142466065	raw links exist but all filtered out									False	0.8145272979243852			
PIK3CA	23	0	0.0	0.0009263955185717	0.4523030573300497	raw links exist but all filtered out									False	0.8145272979243852			
PIK3CG	36	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PIK3IP1	25	0	0.0	0.0005108681739706	0.4110811761119513	raw links exist but all filtered out									False	0.8145272979243852			
PIK3R1	42	0	0.6899514162540435	0.003317237763841	0.4320967514148715	raw links exist but all filtered out									False	0.8145272979243852			
PIK3R4	33	0	0.0	0.0008863848155715	0.446980695598787	raw links exist but all filtered out									False	0.8145272979243852			
PIK3R5	41	0	0.0	0.0001445180036896	0.6521694724067404	raw links exist but all filtered out									False	0.8145272979243852			
PIK3R6	28	0	0.0	9.28053266596169e-05	0.5147239228244669	raw links exist but all filtered out									False	0.8145272979243852			
PIKFYVE	30	0	0.0	0.0015764090787249	0.3248462718363176	raw links exist but all filtered out									False	0.8145272979243852			
PILRA	30	0	0.0	0.0005213771209727	0.5437909794950208	raw links exist but all filtered out									False	0.8145272979243852			
PILRB	30	0	0.0	0.0001097018422949	0.8000499302487507	raw links exist but all filtered out									False	0.8145272979243852			
PIM1	43	0	0.0	0.0013861271820156	0.5066875526511001	raw links exist but all filtered out									False	0.8145272979243852			
PIM2	27	0	0.0	0.0004292468930624	0.4347756879070805	raw links exist but all filtered out									False	0.8145272979243852			
PIM3	42	0	0.0	0.001883363275055	0.4455054074411765	raw links exist but all filtered out									False	0.8145272979243852			
PIN1	44	0	1.2477365279197696	0.0114376723301882	0.2879865657256233	raw links exist but all filtered out									False	0.8145272979243852			
PIN4	41	0	1.3946721792221064	0.0078206306719276	0.3817395044377478	raw links exist but all filtered out									False	0.8145272979243852			
PINK1	40	0	0.6894089683890343	0.0065919835010415	0.3422693215189844	raw links exist but all filtered out									False	0.8145272979243852			
PINLYP	41	0	0.0	0.0011968586611589	0.5249204267526032	raw links exist but all filtered out									False	0.8145272979243852			
PINX1	51	0	0.0	0.0010315629888461	0.3721911250784379	raw links exist but all filtered out									False	0.8145272979243852			
PIP	26	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PIP4K2A	43	0	0.53457111120224	0.0014473086197744	0.4274457850186131	raw links exist but all filtered out									False	0.8145272979243852			
PIP4K2B	45	0	0.9949189746379852	0.0100165680544596	0.2520208940049014	raw links exist but all filtered out									False	0.8145272979243852			
PIP4K2C	39	0	0.0	0.0005282145890478	0.4184124461655927	raw links exist but all filtered out									False	0.8145272979243852			
PIP4P1	20	0	0.0	0.002851199064832	0.4067204720752334	raw links exist but all filtered out									False	0.8145272979243852			
PIP4P2	23	0	0.0	0.0022272370635187	0.2782486181600953	raw links exist but all filtered out									False	0.8145272979243852			
PIP5K1A	47	0	0.0	0.000844726451851	0.3970036651701735	raw links exist but all filtered out									False	0.8145272979243852			
PIP5K1B	54	0	0.0	0.0003023449866083	0.4726996247817943	raw links exist but all filtered out									False	0.8145272979243852			
PIP5K1C	36	0	0.7369563883543013	0.0048713215442205	0.3944506397439816	raw links exist but all filtered out									False	0.8145272979243852			
PIP5KL1	48	0	0.0	0.0009430815808121	0.403003584293314	raw links exist but all filtered out									False	0.8145272979243852			
PIPOX	81	0	0.0	0.0006296592851321	0.4655196253497174	raw links exist but all filtered out									False	0.8145272979243852			
PIR	22	0	0.0	0.0003124657962267	0.3290355415810011	raw links exist but all filtered out									False	0.8145272979243852			
PIRT	36	0	0.0	2.8993135620615003e-06	0.6261047814995953	raw links exist but all filtered out									False	0.8145272979243852			
PISD	30	0	0.0	0.0021452712983485	0.4235379915015597	raw links exist but all filtered out									False	0.8145272979243852			
PITHD1	30	0	0.793042938709259	0.0080288965033631	0.3761160134204586	raw links exist but all filtered out									False	0.8145272979243852			
PITPNA	42	0	0.5408698165416718	0.005937862622034	0.3818100943890132	raw links exist but all filtered out									False	0.8145272979243852			
PITPNB	61	0	0.0	0.0027561840435278	0.4215301749927977	raw links exist but all filtered out									False	0.8145272979243852			
PITPNC1	78	0	0.0	0.0037497874215244	0.3304556040823829	raw links exist but all filtered out									False	0.8145272979243852			
PITPNM2	75	0	0.0	0.0011191549874231	0.4919401187596384	raw links exist but all filtered out									False	0.8145272979243852			
PITRM1	55	0	0.0	0.0015687161015007	0.4170155687576926	raw links exist but all filtered out									False	0.8145272979243852			
PITX1	19	0	0.0	6.978367080074361e-06	0.7017582231841905	raw links exist but all filtered out									False	0.8145272979243852			
PITX2	19	0	0.0	0.0003100947910074	0.4892500502939073	raw links exist but all filtered out									False	0.8145272979243852			
PITX3	34	0	0.0	1.4750659046841736e-05	0.7732110149728095	raw links exist but all filtered out									False	0.8145272979243852			
PIWIL1	47	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PIWIL2	38	0	0.0	1.6052049866001314e-05	0.7175347896464593	raw links exist but all filtered out									False	0.8145272979243852			
PIWIL3	29	0	0.0	4.6090859512211375e-19	0.6988346202774398	raw links exist but all filtered out									False	0.8145272979243852			
PIWIL4	39	0	0.0	0.0001621688936442	0.4346614243451593	raw links exist but all filtered out									False	0.8145272979243852			
PJA1	53	0	0.9300769793987272	0.005993209858184	0.3696867538021632	raw links exist but all filtered out									False	0.8145272979243852			
PJVK	22	0	0.0	0.0002905422898814	0.6634587588414286	raw links exist but all filtered out									False	0.8145272979243852			
PKD1	50	0	0.0	0.0018768598997983	0.287429016264029	raw links exist but all filtered out									False	0.8145272979243852			
PKD1L1	59	0	0.0	0.0001296138445022	0.5288086783692043	raw links exist but all filtered out									False	0.8145272979243852			
PKD1L3	22	0	0.0	0.0001457303933564	0.5717835784621722	raw links exist but all filtered out									False	0.8145272979243852			
PKD2	28	0	0.0	0.0008040475285858	0.44229544667632	raw links exist but all filtered out									False	0.8145272979243852			
PKD2L1	26	0	0.0	5.651351451486538e-05	0.513557877222342	raw links exist but all filtered out									False	0.8145272979243852			
PKD2L2	26	0	0.0	0.0002950125834344	0.6181042999854177	raw links exist but all filtered out									False	0.8145272979243852			
PKDCC	49	0	0.0	0.0012167138587681	0.4103620739379883	raw links exist but all filtered out									False	0.8145272979243852			
PKDREJ	32	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PKHD1	59	0	0.0	0.0001864079220197	0.714253796986051	raw links exist but all filtered out									False	0.8145272979243852			
PKHD1L1	43	0	0.0	3.458009776745955e-05	0.6603086154134515	raw links exist but all filtered out									False	0.8145272979243852			
PKIA	22	0	1.5869552254676822	0.0138635543980769	0.3380229039323661	raw links exist but all filtered out									False	0.8145272979243852			
PKIB	40	0	0.0	0.001017546917068	0.4553960922131476	raw links exist but all filtered out									False	0.8145272979243852			
PKIG	46	0	0.6636617064476011	0.0038301966861509	0.3248357344057309	raw links exist but all filtered out									False	0.8145272979243852			
PKLR	44	0	0.0	1.1086203150664392e-05	0.7183088995484725	raw links exist but all filtered out									False	0.8145272979243852			
PKM	37	0	1.0809714889526367	0.0147402039114063	0.3614409163562402	raw links exist but all filtered out									False	0.8145272979243852			
PKMYT1	41	0	0.0	4.734221633890218e-05	0.5769631046562035	raw links exist but all filtered out									False	0.8145272979243852			
PKN2	27	0	0.0	0.0015459135891167	0.4440125831874496	raw links exist but all filtered out									False	0.8145272979243852			
PKN3	31	0	0.0	5.942709596110703e-05	0.7182175500247444	raw links exist but all filtered out									False	0.8145272979243852			
PKNOX1	26	0	0.0	0.0019227114103329	0.3853007697174234	raw links exist but all filtered out									False	0.8145272979243852			
PKNOX2	109	0	0.0	0.0023351650975001	0.4448050886856541	raw links exist but all filtered out									False	0.8145272979243852			
PKP1	41	0	0.0	6.935779486836536e-05	0.7377504315677474	raw links exist but all filtered out									False	0.8145272979243852			
PLA1A	16	0	0.0	3.077297549393938e-05	0.6747861330842907	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G10	14	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G12A	18	0	0.0	0.0016599688325073	0.3201854293278958	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G12B	16	0	0.0	0.0	1.0	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G15	33	0	0.0	0.0015884571124436	0.4593136030526072	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G1B	38	0	0.0	0.0	0.6381901717504739	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G2C	53	0	0.0	7.889204674631799e-05	0.8082153818989407	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G2D	39	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G2F	46	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G3	28	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G4A	24	0	0.5126791596412659	0.0001407747780028	0.6943048989503654	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G4B	21	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G4C	19	0	0.0	0.0004759890826321	0.5867194043558375	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G4D	37	0	0.0	4.028740400960785e-05	1.0	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G4E	42	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G4F	34	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G5	41	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G6	59	0	0.99682833135128	0.0006254893127194	0.4217113598228871	raw links exist but all filtered out									False	0.8145272979243852			
PLA2G7	20	0	0.0	9.293478468509112e-05	0.4456044389167906	raw links exist but all filtered out									False	0.8145272979243852			
PLAA	22	0	0.0	0.0011010163862358	0.3897977632150813	raw links exist but all filtered out									False	0.8145272979243852			
PLAAT1	29	0	0.0	0.0003581698088111	0.3854370642708106	raw links exist but all filtered out									False	0.8145272979243852			
PLAAT5	20	0	0.0	0.0003670705027887	0.7996575618816497	raw links exist but all filtered out									False	0.8145272979243852			
PLAC1	23	0	0.0	0.0002504508445475	0.6923453323591428	raw links exist but all filtered out									False	0.8145272979243852			
PLAC8	14	0	0.0	0.0001414457286322	0.751566859594934	raw links exist but all filtered out									False	0.8145272979243852			
PLAC8L1	33	0	0.0	8.426808476116383e-05	0.4991901507207569	raw links exist but all filtered out									False	0.8145272979243852			
PLAC9	28	0	0.0	0.0014321564032748	0.3803092483455269	raw links exist but all filtered out									False	0.8145272979243852			
PLAG1	17	0	0.0	0.0001668608852385	0.3537550093624868	raw links exist but all filtered out									False	0.8145272979243852			
PLAGL1	33	0	0.53457111120224	0.0010986840409723	0.4186216042698369	raw links exist but all filtered out									False	0.8145272979243852			
PLAGL2	41	0	0.0	0.0003544528426956	0.412710325831731	raw links exist but all filtered out									False	0.8145272979243852			
PLAT	41	0	0.0	0.0003716742555564	0.5818017239303891	raw links exist but all filtered out									False	0.8145272979243852			
PLAU	34	0	0.0	0.0001935606155995	0.732163361249831	raw links exist but all filtered out									False	0.8145272979243852			
PLAUR	42	0	0.0	0.0003067540669143	0.4138236900111509	raw links exist but all filtered out									False	0.8145272979243852			
PLBD1	19	0	0.0	0.0001401924511044	0.6445764351451918	raw links exist but all filtered out									False	0.8145272979243852			
PLBD2	52	0	0.0	0.001078477319232	0.4532104943672804	raw links exist but all filtered out									False	0.8145272979243852			
PLCB1	113	0	0.8490933370590209	0.0032317963131342	0.276818449881106	raw links exist but all filtered out									False	0.8145272979243852			
PLCB2	46	0	0.0	0.0007347223234227	0.5483213944619398	raw links exist but all filtered out									False	0.8145272979243852			
PLCB3	58	0	0.0	0.0002832543705225	0.5460494630590047	raw links exist but all filtered out									False	0.8145272979243852			
PLCB4	82	0	0.0	0.0015846041446238	0.3260446031736518	raw links exist but all filtered out									False	0.8145272979243852			
PLCD1	41	0	0.0	0.0006938433996172	0.5115402513881964	raw links exist but all filtered out									False	0.8145272979243852			
PLCD3	63	0	0.8991184830665588	0.0004568351036752	0.3521742752471838	raw links exist but all filtered out									False	0.8145272979243852			
PLCD4	22	0	0.0	7.425345975556024e-05	0.4051306143467517	raw links exist but all filtered out									False	0.8145272979243852			
PLCE1	61	0	0.0	0.0006465570212987	0.3958185709998333	raw links exist but all filtered out									False	0.8145272979243852			
PLCG1	41	0	0.0	0.0027083366115187	0.3608694221245578	raw links exist but all filtered out									False	0.8145272979243852			
PLCG2	76	0	0.0	0.0001449625907209	0.6474086720531633	raw links exist but all filtered out									False	0.8145272979243852			
PLCH1	50	0	0.0	0.0010034519170588	0.4547523013788901	raw links exist but all filtered out									False	0.8145272979243852			
PLCH2	72	0	0.0	0.0008520908263487	0.5274781498197935	raw links exist but all filtered out									False	0.8145272979243852			
PLCL2	56	0	0.0	0.0022261835873953	0.4601187641171377	raw links exist but all filtered out									False	0.8145272979243852			
PLCXD1	18	0	0.0	0.0014142136733177	0.4684123912465707	raw links exist but all filtered out									False	0.8145272979243852			
PLCXD3	42	0	0.0	0.0014190979815362	0.4090899385463876	raw links exist but all filtered out									False	0.8145272979243852			
PLCZ1	19	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLD2	34	0	0.0	0.0002694629864665	0.4583339013078458	raw links exist but all filtered out									False	0.8145272979243852			
PLD3	42	0	1.3862943649291992	0.0234847797388179	0.3847948824535395	raw links exist but all filtered out									False	0.8145272979243852			
PLD4	43	0	0.0	0.0001126759441	0.6804406799484088	raw links exist but all filtered out									False	0.8145272979243852			
PLD5	78	0	0.0	0.001221407620213	0.3923564665949171	raw links exist but all filtered out									False	0.8145272979243852			
PLD6	38	0	0.0	0.00066431586558	0.4619542864519414	raw links exist but all filtered out									False	0.8145272979243852			
PLEC	51	0	0.0	0.0031730990945695	0.3542833091690709	raw links exist but all filtered out									False	0.8145272979243852			
PLEK2	31	0	0.0	1.173045579132792e-05	1.0	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHA1	45	0	0.0	0.0018692038148088	0.3930575895774359	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHA2	33	0	0.0	0.0005090016384938	0.7324830030558283	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHA3	19	0	0.6048121732473374	0.0018943370510297	0.3879800108229721	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHA4	49	0	0.0	0.0004577881850637	0.4608538119715849	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHA5	53	0	0.6193699324131012	0.0025135291688585	0.3602274891140266	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHA7	48	0	0.456915316581726	0.0027011982771913	0.4328591382647822	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHB1	24	0	0.624363186955452	0.0009511357536643	0.4270874415444946	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHD1	43	0	0.0	0.0001368848711038	0.6539946081415778	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHF1	38	0	0.0	0.0001354729820424	0.5975275581830883	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHF2	33	0	0.0	0.0003404839852486	0.6680115841378076	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHG1	61	0	0.0	0.0011277703243664	0.3164655816351019	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHG2	40	0	0.0	0.001252838884072	0.4299792694912691	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHG3	57	0	0.0	0.0007028394431166	0.4819668031697447	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHG4	54	0	0.0	0.0001442018455642	0.8897004361801591	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHG4B	28	0	0.3838940189778805	0.0008871087516195	0.4254017566599106	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHG5	62	0	0.0	0.0009547164018292	0.3909946284318754	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHG6	50	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHH1	37	0	0.0	0.0006043390712774	0.4542886423841718	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHH2	34	0	0.0	0.0004522118781336	0.6400351039878763	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHH3	46	0	0.0	0.0002644309510232	0.6151434474098885	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHJ1	42	0	0.9373440492153168	0.0051767630427977	0.2658720288182649	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHM1	28	0	0.0	0.0006981519492387	0.4291128676058783	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHM3	50	0	0.0	0.0007878050661307	0.428630658947483	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHN1	45	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHO2	26	0	0.0	0.0003103631569649	0.6094820069378988	raw links exist but all filtered out									False	0.8145272979243852			
PLEKHS1	34	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLET1	36	0	0.0	4.87261812797512e-05	0.6874525947577168	raw links exist but all filtered out									False	0.8145272979243852			
PLG	12	0	0.0	1.0533980647511206e-05	0.9753514077964358	raw links exist but all filtered out									False	0.8145272979243852			
PLGRKT	8	0	0.0	0.0022779100372191	0.4109120721313386	raw links exist but all filtered out									False	0.8145272979243852			
PLIN1	27	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLIN2	29	0	0.0	0.0008537159523639	0.4441511033145696	raw links exist but all filtered out									False	0.8145272979243852			
PLIN3	48	1	1.0430862617492676	0.002228535145382	0.3198121062516307		1.0	0.8138793653037407	0.8138793653037407	0.8138793653037407	0.8138793653037407	0.0	0.0	0.5290215874474314	False	0.8145272979243852		0.8138793653037407	
PLIN4	45	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
PLIN5	44	0	0.0	0.000393288406884	0.3342130409648827	raw links exist but all filtered out									False	0.8145272979243852			
PLK1	27	0	0.0	0.0007578522209883	0.4381816336023172	raw links exist but all filtered out									False	0.8145272979243852			
PLK2	24	0	0.0	0.0027104403267596	0.4224340087872802	raw links exist but all filtered out									False	0.8145272979243852			
PLK4	10	0	0.0	0.0002126990852538	0.5485636306369803	raw links exist but all filtered out									False	0.8145272979243852			
PLK5	51	0	0.0	0.0007130954433889	0.5152267628572009	raw links exist but all filtered out									False	0.8145272979243852			
PLLP	37	0	0.0	0.0001819502162574	0.4561402445067741	raw links exist but all filtered out									False	0.8145272979243852			
PLN	21	0	0.0	0.0	0.6020547167724263	raw links exist but all filtered out									False	0.8145272979243852			
PLOD1	38	0	0.0	0.0014896520217937	0.4958162692498756	raw links exist but all filtered out									False	0.8145272979243852			
PLOD3	44	0	0.0	0.0010612856861756	0.440653799282682	raw links exist but all filtered out									False	0.8145272979243852			
PLP1	28	0	0.418710321187973	0.0015057361578079	0.4777092026712239	raw links exist but all filtered out									False	0.8145272979243852			
PLP2	30	0	0.0	0.0004097344549512	0.3731102513062306	raw links exist but all filtered out									False	0.8145272979243852			
PLPBP	46	0	0.6888034093379974	0.0022266537968749	0.3999669818863901	raw links exist but all filtered out									False	0.8145272979243852			
PLPP1	26	0	0.0	0.0013518571218558	0.3355591952834195	raw links exist but all filtered out									False	0.8145272979243852			
PLPP2	26	0	0.664697527885437	0.0003636803989227	0.4976756921159865	raw links exist but all filtered out									False	0.8145272979243852			
PLPP3	57	0	0.0	0.0016361493170534	0.4389441260735664	raw links exist but all filtered out									False	0.8145272979243852			
PLPP4	56	0	0.0	0.0011425734274618	0.356959344639733	raw links exist but all filtered out									False	0.8145272979243852			
PLPP5	29	0	0.0	0.0011649819592698	0.4434092484008901	raw links exist but all filtered out									False	0.8145272979243852			
PLPP6	29	0	0.0	0.0004548060234016	0.4024658867981168	raw links exist but all filtered out									False	0.8145272979243852			
PLPP7	38	0	0.0	0.0005611434689265	0.4951611701191772	raw links exist but all filtered out									False	0.8145272979243852			
PLPPR1	64	0	0.8862338310480117	0.0032547763189794	0.3096188705677796	raw links exist but all filtered out									False	0.8145272979243852			
PLPPR2	39	0	0.7751139640808105	0.006906892711314	0.3555914133507417	raw links exist but all filtered out									False	0.8145272979243852			
PLPPR3	57	0	0.0	0.003474414124434	0.4065271987443496	raw links exist but all filtered out									False	0.8145272979243852			
